GenusSpecies,ConGenus,ConFamily,ConOrder,ConClass,ConPhylum,Superkingdom,GrowthRate,RateUnit,Optimum Temp,TempUnit,AverageVolume,VolumeUnit,Sources,Notes
Anaerobranca gottschalkii,Anaerobranca,Proteinivoraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2.08E-05,s^-1,52.5,Celsius,4.86E-19,m^3,"corkrey, engqvist, gold","122, 555, 12331"
Coprothermobacter platensis,Coprothermobacter,Thermodesulfobiaceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,1.06E-06,s^-1,55,Celsius,4.58E-19,m^3,"corkrey, engqvist, gold, microbe-directory, bergeys","516, 555, 12331, 18701"
Methanosarcina baltica,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.41E-06,s^-1,20.5,Celsius,1.19E-17,m^3,"corkrey, engqvist, gold, methanogen","462, 555, 12331, 18668"
Pelotomaculum thermopropionicum,Pelotomaculum,Peptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1.69E-06,s^-1,54.333,Celsius,1.33E-18,m^3,"corkrey, engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, bergeys","239, 555, 4909, 12331, 14558, 18701, 18707, 18718"
Caloramator viterbiensis,Caloramator,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,6.16E-06,s^-1,58,Celsius,4.58E-19,m^3,"corkrey, engqvist, gold","123, 555, 12331"
Sporomusa acidovorans,Sporomusa,Sporomusaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,7.97E-06,s^-1,35,Celsius,2.68E-18,m^3,"corkrey, engqvist, gold","490, 555, 12331"
Geoglobus ahangari,Geoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea,3.57E-07,s^-1,88,Celsius,6.70E-20,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, patric, rrndb","266, 555, 6427, 12331, 12998, 17632, 18707, 18723"
Caloranaerobacter azorensis,Caloranaerobacter,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2.07E-05,s^-1,62.5,Celsius,1.40E-19,m^3,"corkrey, engqvist, gold, patric","94, 555, 12331, 18707"
Sphingopyxis alaskensis,Sphingopyxis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,2.92E-05,s^-1,7,Celsius,2.24E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4805, 12331, 13768, 14400, 18701, 18707, 18718, 18723, 18951"
Methanobacterium congolense,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,6.64E-06,s^-1,39.5,Celsius,9.30E-19,m^3,"corkrey, engqvist, genbank, gold, methanogen, rrndb","206, 555, 6735, 12331, 18566, 18723"
Methanoculleus chikugoensis,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,3.37E-06,s^-1,25,Celsius,3.53E-18,m^3,"corkrey, engqvist, gold, methanogen","26, 555, 12331, 18616"
Syntrophobacter fumaroxidans,Syntrophobacter,Syntrophobacteraceae,Syntrophobacterales,Deltaproteobacteria,Proteobacteria,Bacteria,6.05E-07,s^-1,37,Celsius,2.43E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4732, 12331, 13894, 14457, 18701, 18707, 18718, 18723, 18968"
Thermoanaerobacter sulfurigignens,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,5.85E-06,s^-1,65,Celsius,1.04E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","356, 555, 4182, 12331"
Methanobrevibacter acididurans,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,4.13E-06,s^-1,35,Celsius,6.70E-20,m^3,"gold, methanogen","12331, 18581"
Methanofollis aquaemaris,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,4.62E-06,s^-1,37,Celsius,4.29E-18,m^3,"corkrey, engqvist, gold, methanogen","24, 555, 12331, 18625"
Carboxydothermus hydrogenoformans,Carboxydothermus,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,3.01E-06,s^-1,78,Celsius,3.92E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4642, 12331, 12671, 14326, 18701, 18707, 18718, 18723, 18834"
Rhodococcus jostii,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1.82E-05,s^-1,28.929,Celsius,2.62E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4793, 12331, 13642, 14421, 18701, 18707, 18718, 18723, 18935"
Methanothermobacter thermautotrophicus,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,4.09E-06,s^-1,66.875,Celsius,9.49E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva, bergeys","289, 555, 4654, 12331, 13280, 14066, 18691, 18701, 18707, 18718, 18723, 18888"
Lactobacillus ingluviei,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,4.99E-05,s^-1,39,Celsius,2.62E-18,m^3,"bacdive-microa, campedelli, corkrey, engqvist, gold, microbe-directory, pasteur, bergeys","1, 2, 359, 555, 12331, 18701"
Methanocalculus pumilus,Methanocalculus,Methanocalculaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,5.67E-06,s^-1,35,Celsius,7.63E-19,m^3,"engqvist, gold, methanogen","555, 12331, 18593"
Parageobacillus toebii,Parageobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,3.46E-06,s^-1,60,Celsius,9.69E-19,m^3,"corkrey, engqvist, gold, pasteur, patric, bergeys","153, 555, 12331, 18707"
Methanothermococcus okinawensis,Methanothermococcus,Methanococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea,1.82E-05,s^-1,61.5,Celsius,2.05E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","362, 555, 5268, 12331, 13281, 15446, 18694, 18701, 18707, 18718, 18723"
Petrotoga olearia,Petrotoga,NA,Petrotogales,Thermotogae,Thermotogae,Bacteria,1.29E-05,s^-1,55,Celsius,2.47E-19,m^3,"corkrey, engqvist, gold","208, 555, 12331"
Methanocalculus chunghsingensis,Methanocalculus,Methanocalculaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,1.80E-06,s^-1,37,Celsius,2.30E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18590"
Pseudomonas thermotolerans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,5.02E-05,s^-1,47,Celsius,2.53E-19,m^3,"corkrey, engqvist, gold, microbe-directory, pasteur, patric","402, 555, 12331, 18701, 18707"
Chromohalobacter salexigens,Chromohalobacter,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,1.67E-05,event / (individual * second),37,Celsius,1.26E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4541, 12331, 12716, 14386, 18560, 18701, 18707, 18718, 18723"
Desulfovibrio cuneatus,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,5.06E-06,s^-1,28,Celsius,4.19E-19,m^3,"corkrey, engqvist, gold, patric","23, 555, 12331, 18707"
Paenibacillus terrae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,2.52E-05,s^-1,32.5,Celsius,1.54E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, pasteur, protraits, rrndb","73, 555, 1444, 5694, 12331, 15571, 18701, 18718, 18723"
Nanoarchaeum equitans,Nanoarchaeum,Nanoarchaeaceae,Nanoarchaeales,NA,Nanoarchaeota,Archaea,2.01E-06,s^-1,85,Celsius,8.04E-20,m^3,"genbank, gold, kegg, microbe-directory, patric, protraits, silva, bergeys","4699, 12331, 14202, 18701, 18707, 18718, 18905"
Ignicoccus hospitalis,Ignicoccus,Desulfurococcaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,Archaea,1.76E-06,s^-1,90,Celsius,4.49E-17,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb, silva","274, 555, 2080, 4808, 12331, 13083, 14626, 18707, 18718, 18723, 18872"
Acidihalobacter prosperus,Acidihalobacter,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria,1.32E-05,s^-1,37,Celsius,2.40E-19,m^3,"corkrey, engqvist, genbank, gold, kegg, patric, rrndb, bergeys","413, 555, 8357, 12331, 18089, 18707, 18723"
Thermanaeromonas toyohensis,Thermanaeromonas,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,6.26E-07,s^-1,70,Celsius,6.79E-19,m^3,"corkrey, engqvist, gold","476, 555, 12331"
Sporanaerobacter acetigenes,Sporanaerobacter,NA,Tissierellales,Tissierellia,Firmicutes,Bacteria,2.48E-05,s^-1,40,Celsius,6.12E-19,m^3,"corkrey, engqvist, gold, pasteur","131, 555, 12331"
Caminicella sporogenes,Caminicella,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1.91E-05,s^-1,57.5,Celsius,1.78E-18,m^3,"corkrey, engqvist, gold","129, 555, 12331"
Thermobaculum terrenum,Thermobaculum,NA,NA,NA,NA,Bacteria,1.84E-06,s^-1,70.833,Celsius,2.56E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","396, 555, 5385, 12331, 13922, 15067, 18701, 18707, 18718, 18723"
Paenibacillus anaericanus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1.62E-05,s^-1,32.5,Celsius,2.38E-18,m^3,"corkrey, engqvist, fierer, gold, pasteur, bergeys","73, 555, 1444, 12331"
Methanosarcina lacustris,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,2.73E-06,s^-1,25,Celsius,1.64E-17,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","320, 555, 6407, 12331, 13269, 17530, 18672, 18723"
Sulfurihydrogenibium subterraneum,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,7.61E-06,s^-1,65,Celsius,2.35E-19,m^3,"corkrey, engqvist, gold","175, 555, 12331"
Thermodesulfatator indicus,Thermodesulfatator,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria,3.01E-06,s^-1,70,Celsius,1.19E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","171, 555, 4193, 5208, 12331, 13937, 15458, 18701, 18707, 18718, 18723"
Thermaerobacter subterraneus,Thermaerobacter,Clostridiales Family XVII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,4.01E-06,s^-1,70,Celsius,4.17E-19,m^3,"corkrey, engqvist, gold, microbe-directory, patric","207, 555, 12331, 18701, 18707"
Methanocorpusculum aggregans,Methanocorpusculum,Methanocorpusculaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,8.51E-06,s^-1,35,Celsius,2.05E-18,m^3,"gold, methanogen","12331, 18611"
Anaerobranca californiensis,Anaerobranca,Proteinivoraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1.81E-05,s^-1,58,Celsius,2.70E-19,m^3,"engqvist, fierer, gold, bergeys","555, 815, 12331"
Thermoproteus uzoniensis,Thermoproteus,Thermoproteaceae,Thermoproteales,Thermoprotei,Crenarchaeota,Archaea,9.97E-07,s^-1,85.5,Celsius,9.99E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, rrndb, bergeys","249, 555, 5443, 12331, 13952, 15376, 18701, 18723"
Rubrobacter taiwanensis,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteria,Bacteria,6.58E-06,s^-1,60,Celsius,1.25E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","354, 555, 3645, 12331"
Porphyrobacter cryptus,Porphyrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,2.76E-05,s^-1,50,Celsius,8.21E-19,m^3,"corkrey, engqvist, gold, pasteur, protraits","275, 555, 12331, 18718"
Methanoculleus submarinus,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,6.09E-06,s^-1,40,Celsius,2.87E-18,m^3,"corkrey, engqvist, gold, methanogen","269, 555, 12331, 18623"
Alicyclobacillus pomorum,Alicyclobacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1.91E-05,s^-1,47.5,Celsius,1.72E-18,m^3,"corkrey, engqvist, gold, pasteur, patric","213, 555, 12331, 18707"
Colwellia piezophila,Colwellia,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,7.97E-05,s^-1,10,Celsius,1.72E-18,m^3,"corkrey, engqvist, fierer, gold, microbe-directory, patric","452, 555, 1382, 12331, 18701, 18707"
Methanotorris formicicus,Methanotorris,Methanocaldococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea,9.24E-06,s^-1,73,Celsius,1.59E-18,m^3,"corkrey, engqvist, gold, methanogen, microbe-directory","177, 555, 12331, 18698, 18701"
Methanocaldococcus indicus,Methanocaldococcus,Methanocaldococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea,4.25E-06,s^-1,85,Celsius,8.38E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18596"
Dinoroseobacter shibae,Dinoroseobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1.92E-05,s^-1,33,Celsius,1.70E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 1559, 4874, 12331, 12895, 14651, 18701, 18707, 18718, 18723, 18854"
Caminibacter profundus,Caminibacter,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,2.54E-05,s^-1,55,Celsius,2.32E-19,m^3,"corkrey, engqvist, fierer, gold","9, 555, 1202, 12331"
Hydrogenimonas thermophila,Hydrogenimonas,NA,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,1.47E-05,s^-1,55,Celsius,1.26E-18,m^3,"corkrey, fierer, gold","229, 2054, 12331"
Tepidibacter formicigenes,Tepidibacter,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,0.000126091,s^-1,45,Celsius,1.88E-18,m^3,"corkrey, engqvist, fierer, gold","214, 555, 4129, 12331"
Thermovibrio ammonificans,Thermovibrio,Desulfurobacteriaceae,Desulfurobacteriales,Aquificae,Aquificae,Bacteria,2.75E-06,s^-1,74,Celsius,2.26E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","361, 555, 4206, 5309, 12331, 13963, 15308, 18701, 18707, 18718, 18723"
Anaerolinea thermolimosa,Anaerolinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,Bacteria,5.01E-07,s^-1,50,Celsius,1.28E-17,m^3,"corkrey, engqvist, fierer, patric","216, 555, 817, 18707"
Leptolinea tardivitalis,Leptolinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,Bacteria,1.19E-06,s^-1,37,Celsius,4.19E-18,m^3,"corkrey, engqvist, fierer, patric","216, 555, 817, 18707"
Levilinea saccharolytica,Levilinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,Bacteria,9.54E-07,s^-1,37,Celsius,2.12E-17,m^3,"corkrey, engqvist, fierer, gold, patric","216, 555, 817, 12331, 18707"
Methanolacinia paynteri,Methanolacinia,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,9.67E-06,s^-1,38,Celsius,7.54E-19,m^3,"corkrey, engqvist, gold, methanogen, patric","324, 555, 12331, 18640, 18707"
Shewanella donghaensis,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.00011769,s^-1,17,Celsius,3.43E-19,m^3,"corkrey, fierer, gold","334, 3781, 12331"
Thermosipho atlanticus,Thermosipho,Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria,7.09E-06,s^-1,60,Celsius,2.09E-19,m^3,"corkrey, engqvist, fierer, gold","189, 555, 4199, 12331"
Methanobacterium beijingense,Methanobacterium,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,4.20E-06,s^-1,37,Celsius,6.12E-19,m^3,"corkrey, engqvist, gold, methanogen","332, 555, 12331, 18564"
Thermoanaerobacterium aciditolerans,Thermoanaerobacterium,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,1.40E-06,s^-1,55,Celsius,1.21E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","71, 555, 4184, 12331"
Nautilia profundicola,Nautilia,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,4.63E-06,s^-1,42.5,Celsius,2.12E-20,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","185, 555, 2828, 4747, 12331, 13392, 14899, 18701, 18707, 18718, 18723"
Hydrogenivirga caldilitoris,Hydrogenivirga,Aquificaceae,Aquificales,Aquificae,Aquificae,Bacteria,2.93E-06,s^-1,75,Celsius,1.34E-19,m^3,"corkrey, engqvist, fierer, gold","360, 555, 2055, 12331"
Mahella australiensis,Mahella,Thermoanaerobacterales Family IV. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,2.19E-06,s^-1,50,Celsius,2.23E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, rrndb","191, 555, 2420, 5244, 12331, 13199, 15410, 18701, 18707, 18723"
Shewanella profunda,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000128361,s^-1,27.5,Celsius,7.92E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","525, 555, 3793, 12331"
Acetanaerobacterium elongatum,Acetanaerobacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1.24E-05,s^-1,37,Celsius,4.17E-19,m^3,"corkrey, fierer, gold","128, 558, 12331"
Marinilactibacillus piezotolerans,Marinilactibacillus,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,9.37E-07,s^-1,38.5,Celsius,1.65E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","534, 555, 2450, 12331"
Anaerocolumna jejuensis,Anaerocolumna,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,9.17E-06,s^-1,30,Celsius,6.52E-19,m^3,"corkrey, engqvist, fierer, gold","76, 555, 1347, 12331"
Methanolinea tarda,Methanolinea,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.46E-07,s^-1,50,Celsius,1.05E-18,m^3,"engqvist, fierer, gold, methanogen, microbe-directory","555, 2568, 12331, 18642, 18701"
Photobacterium frigidiphilum,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000179275,s^-1,14,Celsius,2.77E-18,m^3,"corkrey, engqvist, fierer, gold","270, 555, 3244, 12331"
Rhodopirellula baltica,Rhodopirellula,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,Bacteria,1.36E-05,s^-1,28.143,Celsius,9.13E-18,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 3579, 4672, 12331, 13648, 14184, 18701, 18707, 18718, 18723, 18937"
Hydrogenovibrio thermophilus,Hydrogenovibrio,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,4.72E-05,s^-1,37.5,Celsius,2.30E-19,m^3,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 409, 555, 4224, 12331"
Lebetimonas acidiphila,Lebetimonas,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,1.13E-05,s^-1,50,Celsius,6.80E-19,m^3,"corkrey, engqvist, fierer, gold","212, 555, 2274, 12331"
Thioreductor micantisoli,Thioreductor,NA,NA,Epsilonproteobacteria,Proteobacteria,Bacteria,4.18E-05,s^-1,32,Celsius,3.60E-19,m^3,"corkrey, engqvist, fierer, gold","368, 555, 4228, 12331"
Nitratiruptor tergarcus,Nitratiruptor,NA,NA,Epsilonproteobacteria,Proteobacteria,Bacteria,1.17E-05,s^-1,55,Celsius,1.12E-18,m^3,"corkrey, engqvist, fierer, gold","433, 555, 2863, 12331"
Nitratifractor salsuginis,Nitratifractor,NA,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,3.27E-05,s^-1,37.2,Celsius,6.50E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","433, 555, 2863, 5293, 12331, 13404, 15322, 18701, 18707, 18718, 18723"
Flavobacterium antarcticum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,3.48E-05,s^-1,21.2,Celsius,9.07E-20,m^3,"corkrey, engqvist, fierer, gold, microbe-directory, pasteur, patric, protraits","536, 555, 1699, 12331, 18701, 18707, 18718"
Flavobacterium weaverense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1.47E-06,s^-1,17,Celsius,1.10E-18,m^3,"corkrey, engqvist, fierer, gold, pasteur","451, 555, 1739, 12331"
Flavobacterium segetis,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,7.27E-07,s^-1,16.6,Celsius,7.94E-20,m^3,"corkrey, engqvist, fierer, gold, pasteur","451, 555, 1739, 12331"
Flavobacterium denitrificans,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1.86E-05,s^-1,25,Celsius,6.71E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur, patric","73, 555, 1444, 12331, 18707"
Dechloromonas denitrificans,Dechloromonas,Azonexaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria,1.48E-05,s^-1,30,Celsius,3.01E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","73, 555, 1444, 12331"
Methanomethylovorans thermophila,Methanomethylovorans,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.74E-06,s^-1,50,Celsius,1.39E-18,m^3,"corkrey, engqvist, methanogen","430, 555, 18653"
Haliea salexigens,Haliea,Halieaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,1.75E-05,s^-1,27.5,Celsius,2.81E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur, protraits","125, 555, 1902, 12331, 18718"
Balneola vulgaris,Balneola,Balneolaceae,Balneolales,Balneolia,Balneolaeota,Bacteria,3.07E-05,s^-1,30,Celsius,8.04E-20,m^3,"corkrey, engqvist, fierer, gold, microbe-directory, pasteur, patric","161, 555, 1057, 12331, 18701, 18707"
Marinitoga hydrogenitolerans,Marinitoga,NA,Petrotogales,Thermotogae,Thermotogae,Bacteria,6.44E-06,s^-1,60,Celsius,3.68E-19,m^3,"corkrey, engqvist, fierer, gold","59, 555, 2456, 12331"
Alkalibacterium iburiense,Alkalibacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,2.48E-05,s^-1,33.5,Celsius,5.09E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","524, 555, 738, 12331"
Caminibacter mediatlanticus,Caminibacter,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria,2.05E-05,s^-1,55,Celsius,5.52E-19,m^3,"corkrey, engqvist, fierer, gold, microbe-directory, patric, protraits","9, 555, 1201, 12331, 18701, 18707, 18718"
Methanofollis formosanus,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.96E-06,s^-1,37,Celsius,5.61E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18627"
Methanosaeta harundinacea,Methanosaeta,Methanosaetaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,2.23E-06,s^-1,35.5,Celsius,2.35E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","384, 555, 2572, 5665, 12331, 13263, 15884, 18664, 18701, 18707, 18723"
Caldicellulosiruptor acetigenus,Caldicellulosiruptor,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,1.74E-06,s^-1,66.5,Celsius,2.53E-18,m^3,"corkrey, engqvist, gold, patric","7, 555, 12331, 18707"
Sulfurihydrogenibium azorense,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,2.76E-06,s^-1,68,Celsius,2.07E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","168, 555, 4089, 4727, 12331, 13869, 14915, 18701, 18707, 18718, 18723"
Sulfurimonas paralvinellae,Sulfurimonas,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,5.87E-06,s^-1,30,Celsius,6.80E-19,m^3,"corkrey, engqvist, fierer, gold","288, 555, 4093, 12331"
[Clostridium] alkalicellulosi,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,4.09E-06,s^-1,35,Celsius,4.52E-19,m^3,"corkrey, engqvist, gold, bergeys","112, 555, 12331"
Methanococcoides alaskense,Methanococcoides,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.53E-05,s^-1,23.6,Celsius,4.71E-18,m^3,"corkrey, engqvist, gold, methanogen","462, 555, 12331, 18603"
Demequina aestuarii,Demequina,Demequinaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1.73E-05,s^-1,28,Celsius,5.65E-20,m^3,"engqvist, gold, patric, bergeys","555, 12331, 18707"
Psychrobacter cryohalolentis,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,6.40E-05,s^-1,28.5,Celsius,2.93E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, pasteur, patric, protraits, rrndb","154, 555, 3481, 4809, 4576, 12331, 14389, 18701, 18707, 18718, 18723"
